kaggle_activity_id,activity_date,competition_name,topic,company_id,company,country,kernels_created,notebook_votes,dataset_downloads,medal_rate,trend_score,sentiment_score,popularity_growth_pct,volatility_metric,innovation_score,adoption_score,risk_indicator,ai_summary,source_reference
KGL-990075,2025-09-23T00:00:00,Cyber Incident Detection,Kotlin,CMP-002,Anthropic,United Arab Emirates,26,338,844,0.191,39.87,0.252,-2.5,10.72,65.64,38.71,low,"Analysts note that kotlin usage patterns on Sep 23, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",https://kaggle.example.com/activity/990075
KGL-990076,2025-01-18T00:00:00,Agent Reasoning Benchmark,DuckDB,CMP-038,VectorNest,China,12,127,552,0.195,19.26,0.323,-8.61,10.97,96.07,25.0,low,"VectorNest teams are discussing how duckdb is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",https://kaggle.example.com/activity/990076
KGL-990077,2025-11-05T00:00:00,Open Model Eval,Firebase,CMP-044,Google,Japan,33,411,1376,0.098,34.68,0.182,2.62,6.14,63.1,53.48,low,"Google teams are discussing how firebase is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",https://kaggle.example.com/activity/990077
KGL-990078,2025-07-25T00:00:00,GPU Cost Forecasting,Kotlin,CMP-004,NVIDIA,Japan,14,216,628,0.247,31.06,0.228,-11.73,15.75,70.92,34.23,low,"Analysts note that kotlin usage patterns on Jul 25, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",https://kaggle.example.com/activity/990078
KGL-990079,2025-07-22T00:00:00,Open Model Eval,TensorFlow,CMP-102,TorchServeOps,United Arab Emirates,42,578,1644,0.2,39.18,0.276,3.8,6.03,66.95,54.68,low,"TorchServeOps teams are discussing how tensorflow is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",https://kaggle.example.com/activity/990079
KGL-990080,2026-02-11T00:00:00,Startup Growth Forecasting,MLOps,CMP-007,Hugging Face,China,34,505,1390,0.109,43.6,0.104,2.46,9.24,81.38,71.53,low,"Analysts note that mlops usage patterns on Feb 11, 2026 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",https://kaggle.example.com/activity/990080
KGL-990081,2025-08-24T00:00:00,Cyber Incident Detection,PostgreSQL,CMP-011,Snowflake,Germany,33,402,1411,0.194,49.04,0.102,-1.01,4.25,65.2,50.81,low,"Analysts note that postgresql usage patterns on Aug 24, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",https://kaggle.example.com/activity/990081
KGL-990082,2025-09-03T00:00:00,Startup Growth Forecasting,PowerShell,CMP-004,NVIDIA,United States,26,315,938,0.136,32.55,-0.196,-2.47,4.85,63.15,29.19,low,"NVIDIA teams are discussing how powershell is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",https://kaggle.example.com/activity/990082
KGL-990083,2026-04-18T00:00:00,Cyber Incident Detection,LLM,CMP-017,Stability AI,Japan,64,882,2465,0.176,64.55,0.245,-3.1,8.42,89.46,79.63,low,"Stability AI teams are discussing how llm is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",https://kaggle.example.com/activity/990083
KGL-990084,2025-12-17T00:00:00,Open Model Eval,Java,CMP-056,IBM,India,60,821,2276,0.2,61.89,0.075,3.25,4.99,53.88,72.09,low,"IBM teams are discussing how java is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",https://kaggle.example.com/activity/990084
KGL-990085,2026-01-03T00:00:00,Cyber Incident Detection,R,CMP-001,OpenAI,United States,37,559,1458,0.215,37.42,-0.01,-2.34,8.65,69.27,35.8,low,"OpenAI teams are discussing how r is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",https://kaggle.example.com/activity/990085
KGL-990086,2025-01-13T00:00:00,Agent Reasoning Benchmark,Inference Optimization,CMP-019,CoreWeave,France,24,318,854,0.2,26.97,0.417,22.61,15.59,90.58,59.5,low,"CoreWeave teams are discussing how inference optimization is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",https://kaggle.example.com/activity/990086
KGL-990087,2025-05-21T00:00:00,GPU Cost Forecasting,Perl,CMP-003,Google DeepMind,United States,10,172,343,0.126,11.57,-0.403,15.84,11.49,47.22,8.57,low,"Developers are comparing tooling choices around perl as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",https://kaggle.example.com/activity/990087
KGL-990088,2025-11-16T00:00:00,Startup Growth Forecasting,PostgreSQL,CMP-025,MongoDB,United Arab Emirates,46,654,1694,0.205,45.7,0.079,3.21,4.8,68.75,44.05,low,"Analysts note that postgresql usage patterns on Nov 16, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",https://kaggle.example.com/activity/990088
KGL-990089,2026-01-20T00:00:00,Agent Reasoning Benchmark,R,CMP-004,NVIDIA,Canada,34,490,1264,0.192,39.13,0.336,-0.83,8.3,72.76,30.39,low,"Developers are comparing tooling choices around r as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",https://kaggle.example.com/activity/990089
KGL-990090,2026-03-03T00:00:00,GPU Cost Forecasting,SQL,CMP-003,Google DeepMind,China,54,751,2113,0.192,60.11,0.002,1.19,4.31,64.95,62.11,low,"Google DeepMind teams are discussing how sql is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",https://kaggle.example.com/activity/990090
KGL-990091,2025-05-26T00:00:00,Startup Growth Forecasting,CSS3,CMP-001,OpenAI,Canada,33,541,1298,0.192,48.04,0.21,4.24,6.3,62.43,56.46,low,"Developers are comparing tooling choices around css3 as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",https://kaggle.example.com/activity/990091
KGL-990092,2025-06-07T00:00:00,Startup Growth Forecasting,Supabase,CMP-025,MongoDB,United Arab Emirates,30,403,1117,0.218,25.21,0.158,-3.66,9.65,87.15,25.0,low,"MongoDB teams are discussing how supabase is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",https://kaggle.example.com/activity/990092
KGL-990093,2025-05-13T00:00:00,Startup Growth Forecasting,Open Source AI,CMP-007,Hugging Face,United States,44,628,1569,0.169,43.5,0.236,-0.42,7.22,87.17,64.38,low,"Analysts note that open source ai usage patterns on May 13, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",https://kaggle.example.com/activity/990093
KGL-990094,2026-02-20T00:00:00,Cyber Incident Detection,PostgreSQL,CMP-011,Snowflake,India,50,726,1972,0.189,45.68,0.292,-2.71,6.93,66.08,48.3,low,"Analysts note that postgresql usage patterns on Feb 20, 2026 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",https://kaggle.example.com/activity/990094
KGL-990095,2026-01-08T00:00:00,Startup Growth Forecasting,Graph Databases,CMP-026,Confluent,Canada,41,580,1574,0.222,33.13,0.038,-4.07,9.02,83.76,25.0,low,"Developers are comparing tooling choices around graph databases as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",https://kaggle.example.com/activity/990095
KGL-990096,2025-08-09T00:00:00,Open Model Eval,Pinecone,CMP-025,MongoDB,Germany,28,429,1139,0.275,35.06,0.366,17.99,23.82,93.09,25.0,low,"Developers are comparing tooling choices around pinecone as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",https://kaggle.example.com/activity/990096
KGL-990097,2025-11-26T00:00:00,Open Model Eval,Vector Databases,CMP-038,VectorNest,Japan,17,272,690,0.187,32.1,0.098,0.44,6.75,80.55,52.54,low,"Analysts note that vector databases usage patterns on Nov 26, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",https://kaggle.example.com/activity/990097
KGL-990098,2025-07-25T00:00:00,Startup Growth Forecasting,PHP,CMP-046,Automattic,United Kingdom,28,360,1077,0.159,24.36,-0.354,-23.15,19.12,45.32,22.28,low,"Analysts note that php usage patterns on Jul 25, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",https://kaggle.example.com/activity/990098
KGL-990099,2025-09-15T00:00:00,Open Model Eval,CSS3,CMP-002,Anthropic,Singapore,37,492,1448,0.147,47.4,-0.108,1.84,3.68,60.21,64.51,low,"Developers are comparing tooling choices around css3 as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",https://kaggle.example.com/activity/990099
KGL-990100,2026-02-03T00:00:00,GPU Cost Forecasting,R,CMP-003,Google DeepMind,France,48,717,1929,0.132,38.81,-0.002,-0.2,7.51,70.89,35.64,low,"Developers are comparing tooling choices around r as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",https://kaggle.example.com/activity/990100
KGL-990101,2026-03-29T00:00:00,Cyber Incident Detection,Rust,CMP-062,RustBridge Systems,Japan,42,588,1571,0.193,51.7,0.206,16.65,21.24,95.36,34.47,low,"RustBridge Systems teams are discussing how rust is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",https://kaggle.example.com/activity/990101
KGL-990102,2025-07-24T00:00:00,Agent Reasoning Benchmark,Pandas,CMP-025,MongoDB,Canada,34,480,1264,0.154,47.96,-0.073,0.33,4.82,65.24,43.03,low,"Developers are comparing tooling choices around pandas as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",https://kaggle.example.com/activity/990102
KGL-990103,2025-09-13T00:00:00,GPU Cost Forecasting,Generative AI,CMP-003,Google DeepMind,France,33,468,1276,0.177,60.18,0.209,-3.54,15.14,88.78,71.65,low,"Google DeepMind teams are discussing how generative ai is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",https://kaggle.example.com/activity/990103
KGL-990104,2026-02-01T00:00:00,Cyber Incident Detection,ClickHouse,CMP-010,Databricks,Japan,25,391,965,0.182,30.91,0.138,2.56,11.22,81.6,25.0,low,"Analysts note that clickhouse usage patterns on Feb 01, 2026 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",https://kaggle.example.com/activity/990104
KGL-990105,2025-03-08T00:00:00,Open Model Eval,MySQL,CMP-045,Oracle,China,37,471,1401,0.218,37.99,0.136,-0.89,3.82,60.86,58.0,low,"Developers are comparing tooling choices around mysql as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",https://kaggle.example.com/activity/990105
